"english","mr","hi","decision","reviewer","occurrences","first_path","first_line","first_kind","text_sha256"
"Reset all role→module access to the recommended defaults?","शिफारस केलेल्या डीफॉल्टवर सर्व भूमिका→मॉड्यूल प्रवेश रीसेट करायचा?","अनुशंसित डिफ़ॉल्ट पर सभी भूमिका→मॉड्यूल पहुंच रीसेट करें?","translate","sagarbora91","1","www/index.html","6868","script-message","f19ac4d0a5d4a4cbffe7fe6d111a1c2fe182e4979ad18f7f242d5fc51b8f9920"
"Role access reset to defaults","भूमिका प्रवेश डीफॉल्टवर रीसेट केला","भूमिका पहुंच को डिफ़ॉल्ट पर रीसेट किया गया","translate","sagarbora91","1","www/index.html","6868","script-message","9e90ad869c8217442f73e1083f6a6d320cbad805a58e420c9bf6ea90992c4427"
"Unlock admin to reset role access","भूमिका प्रवेश रीसेट करण्यासाठी प्रशासक अनलॉक करा","भूमिका पहुंच रीसेट करने के लिए व्यवस्थापक को अनलॉक करें","translate","sagarbora91","1","www/index.html","6868","script-message","633292ee9814183126a27d10ff6b7ff91b759b5a9ed85715ac7fdc853a492220"
"Actor","कृतीकर्ता","कार्रवाईकर्ता","translate","sagarbora91","1","www/index.html","6900","element:th","449995c4fe8fab389053dac72d77798c094dd4a3b7b3cfe69c4d78d119308dce"
"Sanitised support bundle ready. Ask the recipient to return a deletion certificate quoting","सॅनिटाइज्ड सपोर्ट बंडल तयार. प्राप्तकर्त्यास उद्धृत हटवण्याचे प्रमाणपत्र परत करण्यास सांगा","स्वच्छता सहायता बंडल तैयार। प्राप्तकर्ता से विलोपन प्रमाणपत्र उद्धृत करते हुए वापस करने के लिए कहें","translate","sagarbora91","1","www/index.html","7040","script-message","cbdf76c2e26b674088cfdc4283c5e09861a4b60668d732404839143338413e4d"
"Support bundle export failed.","समर्थन बंडल निर्यात अयशस्वी.","समर्थन बंडल निर्यात विफल रहा.","translate","sagarbora91","1","www/index.html","7041","script-message","492f69a4fd0104d3ed11cb27920e2bd4065b1d7d0262f33d447b637ece9e910d"
"Leave this screen? Unsaved entries will be lost.","ही स्क्रीन सोडायची? जतन न केलेल्या नोंदी गमावल्या जातील.","यह स्क्रीन छोड़ें? सहेजी न गई प्रविष्टियाँ खो जाएँगी.","translate","sagarbora91","1","www/index.html","7130","script-message","ec088acaf87a181d2eaa58a893cfac280d5b8b01295c5bf0e5d2ff7b8505b2fe"
"Print could not be opened","प्रिंट उघडता आली नाही","प्रिंट खोला नहीं जा सका","translate","sagarbora91","1","www/index.html","7243","script-message","e31d0ba3238818681c0f891602744cc3099c0580d935c5aff9214fd34d091558"
"· current","· वर्तमान","· वर्तमान","translate","sagarbora91","1","www/index.html","7288","element:button","9e606e1cdf60626935f1f92fed45cf9ccaa6e99960279019a9ceee5586a0e584"
"Sharing not available","शेअरिंग उपलब्ध नाही","साझाकरण उपलब्ध नहीं है","translate","sagarbora91","1","www/index.html","7333","script-message","5355460154a059d6a8168e15dab4b3b4289f2f183947cda266daf756504d96d7"
"Could not share the file","फाइल शेअर करू शकलो नाही","फ़ाइल साझा नहीं की जा सकी","translate","sagarbora91","1","www/index.html","7345","script-message","e727a6709abe19851b317b0d9228693cfc04aa55db684a5163791a1e3252015f"
"Preview could not be opened","पूर्वावलोकन उघडता आले नाही","पूर्वावलोकन खोला नहीं जा सका","translate","sagarbora91","1","www/index.html","7390","script-message","0e95013cf5233a71dae9d58363926afac29b20ee7f7312dfb4947be24df85d7e"
"PDF downloaded","PDF डाउनलोड केली","PDF डाउनलोड किया गया","translate","sagarbora91","1","www/index.html","7453","script-message","5764878bddd0ba04d078a03d1d5c4e5c655ef02b6aacee337692d3222bc301d4"
"Press back again to exit","बाहेर पडण्यासाठी पुन्हा दाबा","बाहर निकलने के लिए फिर से वापस दबाएँ","translate","sagarbora91","1","www/index.html","7531","script-message","c151b8889ed4baebb8a7dc8d07e6fb8b5527876e0cf56260bb37d03cfc4f5a1c"
"Could not load the PDF engine — check the app and try again","PDF इंजिन लोड करू शकलो नाही — ॲप तपासा आणि पुन्हा प्रयत्न करा","PDF इंजन लोड नहीं हो सका - ऐप जांचें और पुनः प्रयास करें","translate","sagarbora91","1","www/index.html","7822","script-message","e27605aff4741c1e9951a832fb9f6b5dc05365e729b0139faf9af4e129e3a74b"
"Chief Retail Officer full name","मुख्य किरकोळ अधिकारी पूर्ण नाव","मुख्य खुदरा अधिकारी का पूरा नाम","translate","sagarbora91","1","www/modules/cro_audit/index.html","816","attribute:placeholder","22819664170ec803302f58d3d28fbb6ed9bb6658a7ecb11ac03d40669f272ff8"
"SM (Auditor)","एसएम (ऑडिटर)","एसएम (लेखा परीक्षक)","translate","sagarbora91","1","www/modules/cro_audit/index.html","820","element:label","4eb92ad33ce217d2ed622be40bda6ffc24b4286d5835e993abe298d24098d5da"
"Edit existing audit","विद्यमान ऑडिट संपादित करा","मौजूदा ऑडिट संपादित करें","translate","sagarbora91","1","www/modules/cro_audit/index.html","834","element:button","a955c4cd5a511ae90b40b54e382dc9da53af24ab95f1fb0d55fc42cde46e1423"
"← Prev","← मागील","← पिछला","translate","sagarbora91","1","www/modules/cro_audit/index.html","874","element:button","525432ec085b139eb941d823b6a68c8ac2da526bafe50382048ebe4ce2622435"
"Viewing a past day — settings are read-only","मागील दिवस पाहणे — सेटिंग्ज केवळ वाचनीय आहेत","पिछला दिन देखना - सेटिंग्स केवल पढ़ने के लिए हैं","translate","sagarbora91","1","www/modules/cro_audit/index.html","1113","script-message","aab4674f9fdd290629279d44d5a60f9eb50b25aca75d0e5c37e1f6b91c5b0e19"
"Targets saved!","लक्ष्य जतन केले!","लक्ष्य सहेजे गए!","translate","sagarbora91","1","www/modules/cro_audit/index.html","1134","script-message","8ed1dc1a6c259ad7af6e73388b538d9ff59c4b353e5ea1105f43b96e1ce0aba2"
"No valid mobile","वैध मोबाईल नाही","कोई वैध मोबाइल नहीं","translate","sagarbora91","1","www/modules/cro_audit/index.html","1282","script-message","463da17a3894a09df359760261f574fefe8bccc9f1a389cd4ce66269672db24e"
"📲 Ask","📲 विचारा","📲पूछो","translate","sagarbora91","1","www/modules/cro_audit/index.html","1324","element:button","84c6e6a65f3cfcd4f795337d8521571f7ed058b3e3425a2415d6f6f995c62697"
"Observation or note…","निरीक्षण किंवा नोंद…","अवलोकन या टिप्पणी...","translate","sagarbora91","1","www/modules/cro_audit/index.html","1389","attribute:placeholder","4f5107738ea355c88eda5764a1a2f4752cc14fb39edc129883fa30dfb81df2b5"
"Viewing a past day — submission is disabled","मागील दिवस पाहणे — सबमिशन अक्षम केले आहे","पिछला दिन देखना - सबमिशन अक्षम है","translate","sagarbora91","1","www/modules/cro_audit/index.html","1734","script-message","2f4259ddc1302e3485ef77d37522452cea8347f4b3b4288b40b9cd85c8b5f3cd"
"Rate all qualitative tasks first","सर्व गुणात्मक कार्यांना प्रथम रेट करा","सभी गुणात्मक कार्यों को पहले रेटिंग दें","translate","sagarbora91","1","www/modules/cro_audit/index.html","1741","script-message","03d45f772421fbb81589b6954a997550d92d735f58f407a79227b37fc1d54335"
"Enter Chief Retail Officer name","मुख्य रिटेल ऑफिसरचे नाव एंटर करा","मुख्य खुदरा अधिकारी का नाम दर्ज करें","translate","sagarbora91","1","www/modules/cro_audit/index.html","1750","script-message","d6af23d2a9795c2ea3018e403b6dbbadec281623c15d30000496d5361046294f"
"Enter SM name","SM नाव प्रविष्ट करा","एसएम नाम दर्ज करें","translate","sagarbora91","1","www/modules/cro_audit/index.html","1751","script-message","be058a0cf8beb00d3ecf74e5cd51c2ac65ddbd86ca3ce16497bc4865c8734ce2"
"Select a date","तारीख निवडा","एक तारीख चुनें","translate","sagarbora91","1","www/modules/cro_audit/index.html","1752","script-message","43def83c3447de5e20b368bff9638b295ad0eb49e58d201851579ee4fa7cc85e"
"An audit already exists for this Chief Retail Officer at this store on this date. Replace the existing one?","या तारखेला या स्टोअरमध्ये या मुख्य किरकोळ अधिकाऱ्यासाठी ऑडिट आधीच अस्तित्वात आहे. विद्यमान बदलायचे?","इस तारीख को इस स्टोर पर इस मुख्य खुदरा अधिकारी के लिए एक ऑडिट पहले से ही मौजूद है। मौजूदा को बदलें?","translate","sagarbora91","1","www/modules/cro_audit/index.html","1774","script-message","8aa3fdd4cfa16f6a85bbe21c679d170637121d993b56f455370fd449bb66be16"
"Duplicate audit — not saved","डुप्लिकेट ऑडिट — जतन केले नाही","डुप्लिकेट ऑडिट - सहेजा नहीं गया","translate","sagarbora91","1","www/modules/cro_audit/index.html","1775","script-message","1b787d4f4d1cd6f97b39f8ff6210fa910feea52c8a90b6f9752111a90ecf7d9a"
"✎ Edit this audit","✎ हे ऑडिट संपादित करा","✎ इस ऑडिट को संपादित करें","translate","sagarbora91","1","www/modules/cro_audit/index.html","1874","element:button","8caaa067d4f007f0852095fc14d438c69226e8f7981cf9dffdc7df0d4909f305"
"🖨 Print / Save as PDF","🖨 प्रिंट/PDF म्हणून सेव्ह करा","🖨 PDF के रूप में प्रिंट/सेव करें","translate","sagarbora91","1","www/modules/cro_audit/index.html","1875","element:button","9f9f5425060fc53dc33459449aa0b55e2c42d1a05daf6e02600ef5b2a1bdc077"
"Viewing a past day — delete is disabled","मागील दिवस पाहणे — हटवणे अक्षम केले आहे","पिछला दिन देखना - हटाना अक्षम है","translate","sagarbora91","1","www/modules/cro_audit/index.html","1929","script-message","3b0ea42dc694ee713747dc5eb9970800a70928617b37b67ffc7033223a5c82ca"
"Delete this audit record?","हे ऑडिट रेकॉर्ड हटवायचे?","यह ऑडिट रिकॉर्ड हटाएं?","translate","sagarbora91","1","www/modules/cro_audit/index.html","1930","script-message","b51e8b0070a83430845bb0964918ef7c09c6b9e9166ad7ee4c2cc250ba304c12"
"Loaded audit for editing","संपादनासाठी ऑडिट लोड केले","संपादन के लिए लोडेड ऑडिट","translate","sagarbora91","1","www/modules/cro_audit/index.html","2626","script-message","8ae6af6cdc121bde0ca0409e96b42f8b75b67c3c0eed90a27656b97ee1fd3e74"
"CRO — Customer Relationship Officer","CRO - ग्राहक संबंध अधिकारी","CRO - ग्राहक संबंध अधिकारी","translate","sagarbora91","1","www/modules/dsr/index.html","1430","element:option","5f47f7640e758702719751d3e74954da72d03cfec2757b2d53e44603cbaa4dbf"
"Marked as contacted","संपर्क केला म्हणून चिन्हांकित केले","संपर्क किया गया के रूप में चिह्नित किया गया","translate","sagarbora91","1","www/modules/dsr/index.html","1932","script-message","58383a979f441f21432e7e5f088ffadb0eac74a0ccea7752d83c5a8b0eeea112"
"Could not update — entry no longer found","अपडेट करू शकलो नाही — एंट्री यापुढे सापडली नाही","अद्यतन नहीं किया जा सका - प्रविष्टि अब नहीं मिली","translate","sagarbora91","1","www/modules/dsr/index.html","1933","script-message","677555ead357ebfe1f8a38f665c7ea13a166e3a90d4352c7b16e999a705dbbe6"
"Storage error — data may not be saved!","स्टोरेज त्रुटी — डेटा जतन केला जाऊ शकत नाही!","भंडारण त्रुटि - डेटा सहेजा नहीं जा सकता!","translate","sagarbora91","1","www/modules/dsr/index.html","1995","script-message","ca9fd88a3f2a5f2f24dc38ea6620f2b93e4349bc2d27fbe09875fa7bbd099aa3"
"Sales are recorded for today — nothing to confirm","विक्री आजसाठी रेकॉर्ड केली गेली आहे - पुष्टी करण्यासाठी काहीही नाही","बिक्री आज के लिए दर्ज की गई है - पुष्टि करने के लिए कुछ भी नहीं","translate","sagarbora91","1","www/modules/dsr/index.html","2321","script-message","3eb3348aaedbc085adc2606c25ed5b85b4ff83e811386093b06518f84c7b7ff3"
"carried","वाहून नेले","ले जाया गया","translate","sagarbora91","1","www/modules/dsr/index.html","2451","element:label","309074dc4898c3d17a5e7bc8294d0b0d9e69d7e4b7f6ef05674d3ce596b0a629"
"Carried from the closing count on","बंद मोजणी पासून चालते","समापन गिनती से आगे बढ़ाया गया","translate","sagarbora91","1","www/modules/dsr/index.html","2451","attribute:title","ca0508972d3727749c2b1af4159615fdd6e27ee2cb468d2a5acadefd3ba6c5c8"
"Marked out of store","स्टोअरच्या बाहेर चिन्हांकित केले","दुकान से बाहर चिह्नित किया गया","translate","sagarbora91","1","www/modules/dsr/index.html","2561","script-message","3cccf16b040008dfa01a7484a8cfabad2ef0d7dfc5875e7c9d48ea7d4c28bf36"
"Marked back in store","स्टोअरमध्ये परत चिन्हांकित केले","स्टोर में वापस चिह्नित किया गया","translate","sagarbora91","1","www/modules/dsr/index.html","2568","script-message","158e86f14bdc4bd19bbcc4f813cabf535153a6c46ea029d7722be59749d07cfc"
"Marked as purchase — fill the bill & amount","खरेदी म्हणून चिन्हांकित — बिल आणि रक्कम भरा","खरीदारी के रूप में चिह्नित - बिल और राशि भरें","translate","sagarbora91","1","www/modules/dsr/index.html","2637","script-message","20e16bab0681038101f956cf5ae7c3e241c575b9f6936bbeb57d2b83013e9e35"
"Marked as non-purchase","नॉन-खरेदी म्हणून चिन्हांकित केले","गैर-खरीदी के रूप में चिह्नित","translate","sagarbora91","1","www/modules/dsr/index.html","2655","script-message","bf95dd0bafce5683726bb847d8fc4786bbe12948c4428e52808ddf3013f527d5"
"Undo confirmation Confirm no sales today","पुष्टीकरण पूर्ववत करा आज विक्री नाही याची पुष्टी करा","पुष्टि पूर्ववत करें पुष्टि करें कि आज कोई बिक्री नहीं होगी","translate","sagarbora91","1","www/modules/dsr/index.html","2678","element:button","718e324dc78af9fbef80e1981cabe54005c56dae6de28dd063d6770c1b0b37a8"
"Auto-filled from a closed Queue Management sale","बंद रांग व्यवस्थापन विक्रीतून स्वयं-भरलेले","बंद कतार प्रबंधन बिक्री से स्वतः भरा हुआ","translate","sagarbora91","1","www/modules/dsr/index.html","2684","attribute:title","05b9b21ccf7197f49503606e3f99bb59e0f9bb1990a8ca7f17f29414e5702c72"
"Bill number and amount required","बिल क्रमांक आणि रक्कम आवश्यक आहे","बिल क्रमांक एवं आवश्यक राशि","translate","sagarbora91","1","www/modules/dsr/index.html","2738","script-message","f9e2f77e1aada21fb2de0816384d54206b8d11de376442f25543f46f9fe7da9f"
"Saved. Note: a QMS auto-sale of ₹","जतन केले. टीप: ₹ ची QMS स्वयं-विक्री","सहेजा गया. नोट: ₹ की QMS ऑटो-बिक्री","translate","sagarbora91","1","www/modules/dsr/index.html","2753","script-message","9d00e2ce463a1cfe2deca4f7746fa0587d46ef93cb725668283815154c7cf014"
"Sale saved — Queue Management will flag this lead for the SM to confirm & close","विक्री जतन केली - SM ची पुष्टी आणि बंद करण्यासाठी रांग व्यवस्थापन या लीडला ध्वजांकित करेल","बिक्री सहेजी गई - कतार प्रबंधन एसएम की पुष्टि और बंद करने के लिए इस लीड को चिह्नित करेगा","translate","sagarbora91","1","www/modules/dsr/index.html","2754","script-message","998611613b53f99b8b6d862ed88499ffca4ee22d41b4287b7e6780dc7d9e8930"
"This sale came from Queue Management and is locked — edit it there.","ही विक्री रांग व्यवस्थापनाकडून आली आहे आणि लॉक केली आहे — ती तेथे संपादित करा.","यह बिक्री क्यू प्रबंधन से हुई है और लॉक है - इसे वहां संपादित करें।","translate","sagarbora91","1","www/modules/dsr/index.html","2760","script-message","1725a753a84df99347a99cec9af62d4b5bac7ca23fa6d03f073dba00d524a8c7"
"Remove this sale entry?","ही विक्री एंट्री काढायची?","यह विक्रय प्रविष्टि हटाएँ?","translate","sagarbora91","1","www/modules/dsr/index.html","2761","script-message","8022e7c4a3334888fb22067ff4f20055d02aa216d66c7703e86d02a31dd80f14"
"Anonymous","अनामिक","गुमनाम","translate","sagarbora91","1","www/modules/dsr/index.html","2801","attribute:placeholder","e7a8aa2df7e5d0b233da615af4e7fef148bec39aef1709da0a80391ad0316563"
"Customer phone number","ग्राहक फोन नंबर","ग्राहक का फ़ोन नंबर","translate","sagarbora91","1","www/modules/dsr/index.html","2803","attribute:placeholder","afc320ab072c323cf4da1143b5bd42b583a8efe015dad0448b36e2e89921e088"
"Remove this visitor entry?","ही अभ्यागत एंट्री काढायची?","क्या यह विज़िटर प्रविष्टि हटाएँ?","translate","sagarbora91","1","www/modules/dsr/index.html","2834","script-message","55e644d5e2e43d66d297fe99aa58962adf073d6f4fc119812022f36c52632a16"
"Whole numbers only","फक्त पूर्ण संख्या","केवल पूर्ण संख्याएँ","translate","sagarbora91","1","www/modules/dsr/index.html","2877","script-message","9c98cbc001588f8659e83242e8730ad97a5b75277f1743614a5d7fa86e360102"
"Photo too large (max 1 MB)","फोटो खूप मोठा आहे (कमाल 1 MB)","फ़ोटो बहुत बड़ी है (अधिकतम 1 एमबी)","translate","sagarbora91","1","www/modules/dsr/index.html","2962","script-message","e1fafa411005d1948856fb3243316f7045cf54c6e105fd844271ee444ffc04f2"
"Submit & Lock Day Report Complete All Sections First","सबमिट करा आणि लॉक डे रिपोर्ट प्रथम सर्व विभाग पूर्ण करा","सबमिट करें और लॉक डे रिपोर्ट पहले सभी अनुभागों को पूरा करें","translate","sagarbora91","1","www/modules/dsr/index.html","3051","element:button","b29344515e9a4bcd95ac6865a8d777d296961b7a25da9992e2fa2fc54103cf2e"
"Day report submitted successfully","दिवसाचा अहवाल यशस्वीरित्या सबमिट केला","दिन की रिपोर्ट सफलतापूर्वक सबमिट की गई","translate","sagarbora91","1","www/modules/dsr/index.html","3109","script-message","221381d4b584dca5a1c09dbc384b9716c6c53693d86c7f1e444b4b25406f2335"
"Record not found","रेकॉर्ड सापडला नाही","रिकॉर्ड नहीं मिला","translate","sagarbora91","1","www/modules/dsr/index.html","3177","script-message","60de363f36743d355c615af8528d592aa944790b679331bd6fa8c066b8f9ba6e"
"Reset this audit and re-score?","हे ऑडिट आणि री-स्कोअर रीसेट करायचे?","इस ऑडिट को रीसेट करें और पुनः स्कोर करें?","translate","sagarbora91","1","www/modules/dsr/index.html","3365","script-message","d2fdecd035c16fd515cbd46b43899df31218dad886cd8e8e08987bd9fc04ce61"
"Past-day reports cannot be unlocked","मागील दिवसाचे अहवाल अनलॉक केले जाऊ शकत नाहीत","पिछले दिनों की रिपोर्टें अनलॉक नहीं की जा सकतीं","translate","sagarbora91","1","www/modules/dsr/index.html","3378","script-message","ba8b7148b93c2341ab59b930ebf907a52fff7149fd32a7da1d8969e7e144315d"
"A reason is required to unlock","अनलॉक करण्यासाठी कारण आवश्यक आहे","अनलॉक करने के लिए एक कारण आवश्यक है","translate","sagarbora91","1","www/modules/dsr/index.html","3381","script-message","555d6d2bf03b867221e734ef1650bfe85e801adfe4fec3bd604fa88f9f1b4e13"
"Storage error — unlock may not be saved!","स्टोरेज त्रुटी — अनलॉक जतन केले जाऊ शकत नाही!","भंडारण त्रुटि - अनलॉक सहेजा नहीं जा सकता!","translate","sagarbora91","1","www/modules/dsr/index.html","3398","script-message","382049428710730eee1d8c0a01c67bd6546b229ac646ce141da42a74f506eee9"
"Report unlocked for correction — CRO can now edit & re-submit","दुरुस्तीसाठी अहवाल अनलॉक केला — CRO आता संपादित आणि पुन्हा सबमिट करू शकतो","सुधार के लिए रिपोर्ट अनलॉक - CRO अब संपादित और पुनः सबमिट कर सकता है","translate","sagarbora91","1","www/modules/dsr/index.html","3399","script-message","ae32949ab9e9c309d243d2558e97b5ce0c5047b76a14640a0fb008193459a4f4"
"Mkt","Mkt","बाज़ार","translate","sagarbora91","1","www/modules/dsr/index.html","3437","element:th","d8c5877c25ee3d06cefe9b100102dab3460291fca9cfaa9edfbd2571403a690c"
"No staff records for","साठी कोणतेही कर्मचारी रेकॉर्ड नाहीत","के लिए कोई स्टाफ रिकॉर्ड नहीं","translate","sagarbora91","1","www/modules/dsr/index.html","3462","script-message","9549ae2f90b8ff57ddc7f6455f5f5d0f0cd4beb2b55ddf5b36af5bb661561696"
"Name already exists","नाव आधीपासून अस्तित्वात आहे","नाम पहले से मौजूद है","translate","sagarbora91","1","www/modules/dsr/index.html","3527","script-message","fa7e0b44902e189b7b3b42634216ad643a4e2b2a427213a0a50b07d658d4ff52"
"Staff added:","कर्मचारी जोडले:","स्टाफ जोड़ा गया:","translate","sagarbora91","1","www/modules/dsr/index.html","3531","script-message","1ca24aa6460d945d3fb1550c2e3da599cca7ce320b9f364d0eacfa10d7188952"
"Staff removed","कर्मचारी काढून टाकले","स्टाफ हटा दिया गया","translate","sagarbora91","1","www/modules/dsr/index.html","3537","script-message","c58a6ee6ef881eb30a2db92736a52b551d0614a11b2d722301e5ee5940e0fbcf"
"Type DELETE exactly","DELETE नक्की टाईप करा","बिल्कुल DELETE टाइप करें","translate","sagarbora91","1","www/modules/dsr/index.html","3556","script-message","a279f449aee703c2d7149b94389d041e00fe9566f2ce6c8a59154bfed156d92d"
"No record selected","कोणतेही रेकॉर्ड निवडले नाही","कोई रिकॉर्ड चयनित नहीं","translate","sagarbora91","1","www/modules/dsr/index.html","3578","script-message","004095fbad0ecfdaacc4ecffbf45d37a2f3eb370a3e04897698760058bc607ee"
"Cashier (maker)","रोखपाल (निर्माता)","खजांची (निर्माता)","translate","sagarbora91","1","www/modules/expense/index.html","593","element:option","900384cf3e15e21455473443768580e7bac8a7c745ccfaf0d28f77d4edb6d52b"
"Accounts (checker)","खाती (चेकर)","खाते (चेकर)","translate","sagarbora91","1","www/modules/expense/index.html","594","element:option","ad7cff6473af5aa5f80dbe2e5ff768bc3c05157b78594f1f2166e19799365351"
"Udhaar","उधार","उधार","translate","sagarbora91","1","www/modules/expense/index.html","605","element:button","c873c7d0e1617d3c31aecdd1e4424ee2d25abbae910b5ad891e0ba43af501f8b"
"Cross-module","क्रॉस-मॉड्यूल","क्रॉस-मॉड्यूल","translate","sagarbora91","1","www/modules/expense/index.html","610","element:button","2e83b2625e2c11ee435a4be7a105accd8a0ad7383ff63cbd129f1496d1fc5fca"
"’s cash position","ची रोख स्थिती","की नकदी स्थिति","translate","sagarbora91","1","www/modules/expense/index.html","976","element:h3","8b4ee92c80dbd91b63ebc0de8396f7ecf535d9a7000a661ffbea8bb6367713c6"
"Open cash statement →","रोख स्टेटमेंट उघडा →","नकद विवरण खोलें →","translate","sagarbora91","1","www/modules/expense/index.html","976","element:button","4546ac0c1129691f7aad354c3d9f0a0c5ce706e3e205710d09d39e4711b99eec"
"optional — copy from the bill","पर्यायी - बिलाची प्रत","वैकल्पिक - बिल से प्रतिलिपि","translate","sagarbora91","1","www/modules/expense/index.html","1013","attribute:placeholder","b17cfcbbd325717a93752eaaf4e8ea5f14fb9c17fe5802afb420e2485d6b7534"
"what is this for?","हे कशासाठी आहे?","यह किस लिए है?","translate","sagarbora91","1","www/modules/expense/index.html","1015","attribute:placeholder","91fbe0c1220dbbb335f6c94c3d4b732db05c968f04638fd1422749fb78412bb3"
"desc / vendor / category","desc / विक्रेता / श्रेणी","विवरण/विक्रेता/श्रेणी","translate","sagarbora91","1","www/modules/expense/index.html","1029","attribute:placeholder","3704ba9baaf4ceda834b764dc37df90ed8ced3f843b665d5a17b253f44f4b80e"
"Src","Src","एसआरसी","translate","sagarbora91","1","www/modules/expense/index.html","1050","element:th","c5ad4c8d34e13c1c6807b5b14b4e3c58828e37848899b1be5660adf717279dfb"
"historical view day locked","ऐतिहासिक दृश्य दिवस लॉक","ऐतिहासिक दृश्य दिन बंद","translate","sagarbora91","1","www/modules/expense/index.html","1069","attribute:title","16cb34f5345f563c07b1da2839dec949e2ddb474fa6c2761a361eae6c636c9e2"
"Description is required","वर्णन आवश्यक आहे","विवरण आवश्यक है","translate","sagarbora91","1","www/modules/expense/index.html","1149","script-message","032d33c52ddafd973251285ddd17855fed71ac86cc94286f414d02ca5aa37e8b"
"Historical view is read-only. Switch to today to add entries.","ऐतिहासिक दृश्य केवळ वाचनीय आहे. एंट्री जोडण्यासाठी आजवर स्विच करा.","ऐतिहासिक दृश्य केवल पढ़ने योग्य है। प्रविष्टियाँ जोड़ने के लिए आज ही स्विच करें।","translate","sagarbora91","1","www/modules/expense/index.html","1150","script-message","2adef88fccc053e4bf1ad38f92816f8fd1176927744e869a80174934cec51384"
"That day’s cash statement is locked. Owner must reopen it first.","त्या दिवसाचे रोख विवरण लॉक केलेले आहे. मालकाने प्रथम ते पुन्हा उघडणे आवश्यक आहे.","उस दिन का कैश स्टेटमेंट लॉक कर दिया गया है. मालिक को पहले इसे दोबारा खोलना होगा.","translate","sagarbora91","1","www/modules/expense/index.html","1151","script-message","6e3771de5de209dc9ab58f99255675a80adfa5d8853f08d2f2b78ee7c060e7fd"
"A similar entry already exists for","साठी एक समान एंट्री आधीपासून अस्तित्वात आहे","के लिए समान प्रविष्टि पहले से मौजूद है","translate","sagarbora91","1","www/modules/expense/index.html","1157","script-message","2a3e78c50ab5497e1af03f374ba747f69e135f179bbb123151e81caddb04f1bb"
"Saved — also reflected in","जतन केले — मध्ये देखील प्रतिबिंबित","सहेजा गया - भी परिलक्षित होता है","translate","sagarbora91","1","www/modules/expense/index.html","1166","script-message","bf0b06259db37057fcc32fa3789db6cd7b70c00c5c4a933b8ae7c2acbc1e117f"
"Updated","अपडेट केले","अद्यतन किया गया","translate","sagarbora91","1","www/modules/expense/index.html","1228","script-message","3a5ecca188c0579c00ee24cf3cab21bd02c15a06f7a70cc8e0a8ff2381dcbbfd"
"Your role cannot void entries","तुमची भूमिका नोंदी रद्द करू शकत नाही","आपकी भूमिका प्रविष्टियों को रद्द नहीं कर सकती","translate","sagarbora91","1","www/modules/expense/index.html","1244","script-message","ed734c8b27def785608b90d85387ce909b6ee1ece4daca9e3fa6719b71630cb7"
"Month is tax-locked — add a specific note for the override","महिना कर-लॉक केलेला आहे — ओव्हरराइडसाठी एक विशिष्ट टीप जोडा","महीना टैक्स-लॉक है - ओवरराइड के लिए एक विशिष्ट नोट जोड़ें","translate","sagarbora91","1","www/modules/expense/index.html","1262","script-message","6a8573d4e4e456269c2e4a5466d7ea04b13f587f3e2c3def0c23346a99d0440e"
"Entry voided (kept for audit)","प्रवेश रद्द केला (ऑडिटसाठी ठेवला)","प्रविष्टि रद्द कर दी गई (ऑडिट के लिए रखी गई)","translate","sagarbora91","1","www/modules/expense/index.html","1274","script-message","910c66600650f165f0dbfb9e6a822e2c675a406f818f0c358b813f0652de6c94"
"Super Admin only","फक्त सुपर ॲडमिन","केवल सुपर एडमिन","translate","sagarbora91","1","www/modules/expense/index.html","1280","script-message","7d13a31ff73262e385b3fa07ce0fe3eb6f66c03e1ef513f69aa981c6d6896d5b"
"Only pending entries can be approved","फक्त प्रलंबित नोंदी मंजूर केल्या जाऊ शकतात","केवल लंबित प्रविष्टियों को ही मंजूरी दी जा सकती है","translate","sagarbora91","1","www/modules/expense/index.html","1282","script-message","0ece31694f97f2eb3ad0b5ed5591c97b0ad17851f2fd1629b89620c9088fac04"
"Entry approved & locked","प्रवेश मंजूर आणि लॉक","प्रवेश स्वीकृत एवं लॉक कर दिया गया है","translate","sagarbora91","1","www/modules/expense/index.html","1285","script-message","db260a5e900c30d0298925df9a6e9543d546535c61e49d1f519d0644c20426fb"
"Post again Post now","पुन्हा पोस्ट करा आता पोस्ट करा","फिर से पोस्ट करें अभी पोस्ट करें","translate","sagarbora91","1","www/modules/expense/index.html","1373","element:button","84bb17423ba60e45344eef803bc65f82df4f0047d2e1a31ea2d1da13e025592d"
"e.g. Shop rent","उदा. दुकान भाडे","जैसे दुकान का किराया","translate","sagarbora91","1","www/modules/expense/index.html","1386","attribute:placeholder","218fc58363a301e51c0c00a21cca0c1a98027ae172869d9eb58ab499a3dc27ca"
"A template named ""","नावाचा टेम्पलेट","एक टेम्पलेट जिसका नाम है ""","translate","sagarbora91","1","www/modules/expense/index.html","1409","script-message","d94c193ca6f65912947171b3daa3638485b7fc31a5aec1a93219ac14689b8299"
"Recurring template added","आवर्ती टेम्पलेट जोडले","आवर्ती टेम्पलेट जोड़ा गया","translate","sagarbora91","1","www/modules/expense/index.html","1413","script-message","2d4ff038c483f213116e209265566cbfea8ebad377012c04d4ff1a5915a73dec"
