row_id,english,marathi_machine_draft,hindi_machine_draft,category,source,safe_literal,preserved_literals,decision,reviewer,source_commit,english_sha256,row_sha256,machine_draft_provider
ETP-L10N-058,PAYMENTTYPE25,PAYMENTTYPE25,PAYMENTTYPE25,safe-literal,www/modules/etp/index.html,yes,PAYMENTTYPE25,preserve-literal,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,503da0c006d296a00a59cdc63405c4973c65214e97d524b04c4871e641f97eb5,4a100eba837a40911ba784ca8fe6b63b1d9010947d2e06c4fb0b1217eea61758,google-translate-connected-draft
ETP-L10N-059,Unresolved rows remain quarantined and excluded from classified tender reporting.,निराकरण न झालेल्या ओळी अलग ठेवल्या जातात आणि वर्गीकृत पेमेंट-प्रकार अहवालांतून वगळल्या जातात.,अनसुलझी पंक्तियाँ पृथक रखी जाती हैं और वर्गीकृत भुगतान-प्रकार रिपोर्टिंग से बाहर रखी जाती हैं।,static-description,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,567c5a39addfc183dd8a906535e83910dd68783576356025fefc8c70c56a491c,3737ed4c8cdfd4601f04f817957013268288fa9d09a15b55690cdbdd7eecabdd,google-translate-connected-draft
ETP-L10N-060,Never folded into Others,‘इतर’ मध्ये कधीही एकत्र केले जात नाही,‘अन्य’ में कभी शामिल नहीं किया जाता,static-status,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,bdac0395acb3b87b1411cef7f80c210e25377084249b34290660c7e0959a8e6c,45d5712984f970096549c9f80912329cc07a763176d83645078727931dfa161a,google-translate-connected-draft
ETP-L10N-061,Choose {reportId} XLSX export,{reportId} XLSX निर्यात निवडा,{reportId} XLSX निर्यात चुनें,parameterized-control,www/modules/etp/index.html,yes,XLSX;{reportId},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,82c9d5ec092e17aaa84f59810e2d639c83686d1f600680fcae5c62777d2faeab,c0dfc19e4460bfd6f3d4d5465a756e1d7fabfa79cd3e37e6b9a8fdb4a81d9a69,google-translate-connected-draft
ETP-L10N-062,Secure ETP gateway unavailable. Nothing was changed.,सुरक्षित ETP गेटवे अनुपलब्ध. काहीही बदलले नाही.,सुरक्षित ETP गेटवे अनुपलब्ध है। कुछ भी नहीं बदला गया.,dynamic-error,www/modules/etp/index.html,yes,ETP,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,9d85ad35e0b58ec2a51825ba2ddb8649cb765346c210ceb359c98cd9f36520cc,fd74819c63fbc92606ff6f21f1e7c110858f2fd747bc4e5dd14a503ce3af7abe,google-translate-connected-draft
ETP-L10N-063,"Enter a valid store, financial year and complete date period.","वैध स्टोअर, आर्थिक वर्ष आणि पूर्ण तारीख कालावधी प्रविष्ट करा.","वैध स्टोर, वित्तीय वर्ष और पूर्ण दिनांक अवधि दर्ज करें।",dynamic-error,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d79e86bdde157b03533418ce922de90ac0e0e9f2e3b0b19d9e1abc9110663960,dac84bec1ad733a5465cb6c4b28881a7f26e966fc2c3b89a8926551d42b02499,google-translate-connected-draft
ETP-L10N-064,"Select one exact XLSX export for each of R003, R013, R022 and R025.","R003, R013, R022 आणि R025 पैकी प्रत्येकासाठी एक अचूक XLSX निर्यात निवडा.","R003, R013, R022 और R025 में से प्रत्येक के लिए एक सटीक XLSX निर्यात चुनें।",dynamic-error,www/modules/etp/index.html,yes,R003;R013;R022;R025;XLSX,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,7718ae1776fcb7e1743085cbfcc0c46b2644268bd48f46990dbc667a8be18e27,eaa42b2de8229888717121e8ebda1a6a3338933bff8c35db45fbebae88b43fbd,google-translate-connected-draft
ETP-L10N-065,Confirm that all four exports cover the complete selected period.,सर्व चार निर्यात पूर्ण निवडलेला कालावधी कव्हर करत असल्याची खात्री करा.,पुष्टि करें कि सभी चार निर्यात पूरी चयनित अवधि को कवर करते हैं।,dynamic-error,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,864f182d8a7a157d1ee54d2d6879af9c1a43fbb7edec928b860ca177d0f463a5,63ddbfad9f09c2b741d35da45eb9cf7c0c92dab0d55178f64a193e0ab848d8b5,google-translate-connected-draft
ETP-L10N-066,Validating four reports securely. Nothing is published yet.,चार अहवालांची सुरक्षितपणे पडताळणी होत आहे. अजून काहीही प्रकाशित झालेले नाही.,चार रिपोर्टों का सुरक्षित रूप से सत्यापन हो रहा है। अभी कुछ भी प्रकाशित नहीं हुआ है।,dynamic-status,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,0f482548f222e55d4d40c556b9f6bbb05aa3005d0f18d3fbd6e0a5827cc20a5f,ed3be4fdb5f76af01f3f8c77415b1eea0243944c6a112dcf641827bd3eaf22cb,google-translate-connected-draft
ETP-L10N-067,"Validation and reconciliation passed. Review the scope, then confirm publication with Owner approval.","पडताळणी आणि ताळमेळ यशस्वी झाला. व्याप्ती तपासा, नंतर मालकाच्या मंजुरीने प्रकाशनाची पुष्टी करा.","सत्यापन और मिलान सफल हुआ। दायरे की समीक्षा करें, फिर मालिक की मंजूरी से प्रकाशन की पुष्टि करें।",dynamic-success,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,83925bc2b159b6d77e38c03b946e07d5dbeed65239f4120adbd9687f33e6a626,45114bbb6ea4f6fa9b49f84ca499642bb3be850c84dff6e3dea6592f873575c1,google-translate-connected-draft
ETP-L10N-068,This exact report set is already current. No duplicate publication was created.,हा अचूक अहवाल संच आधीच चालू आहे. कोणतेही डुप्लिकेट प्रकाशन तयार केले नाही.,यह सटीक रिपोर्ट सेट पहले से ही चालू है। कोई डुप्लिकेट प्रकाशन नहीं बनाया गया.,dynamic-success,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,6a509e35ebe35174a248cc89c3dc51bb481f0259fd1f32b6242bd1156e05d018,3110938b5d1942195db6adc02a6988fe6ad770c979a399d9904367b24e6a2d82,google-translate-connected-draft
ETP-L10N-069,Validation stopped safely ({code}). Nothing was published.,प्रमाणीकरण सुरक्षितपणे थांबले ({code}). काहीही प्रकाशित झाले नाही.,सत्यापन सुरक्षित रूप से रुका ({code})। कुछ भी प्रकाशित नहीं हुआ.,parameterized-error,www/modules/etp/index.html,yes,{code},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,bbfc8895ddfb7c39a660e6ad6593908b16bfda13cff0da8b9b2ed702e4b3fae6,b3471327351cbf7e62fdc0c37af195e677677153ddc4673539e018737f9324f9,google-translate-connected-draft
ETP-L10N-070,Requesting fresh Owner approval and atomic publication…,मालकाची नव्याने मंजुरी आणि एकाच सुरक्षित टप्प्यात प्रकाशन करण्याची विनंती करत आहे...,मालिक की नई मंजूरी और एक सुरक्षित चरण में प्रकाशन का अनुरोध किया जा रहा है...,dynamic-status,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,05d3b2a2ed318c95e0b78a3a97db171dbdb7f5ec65e2688320824e17bd5d552b,514531ffddf6408064bd16e3fb110fc795ccf20bcaef65b273649192a1be6865,google-translate-connected-draft
ETP-L10N-071,Verified reports published successfully. The active generation is ready for approved views.,सत्यापित अहवाल यशस्वीपणे प्रकाशित झाले. सक्रिय डेटा आवृत्ती मंजूर दृश्यांसाठी तयार आहे.,सत्यापित रिपोर्ट सफलतापूर्वक प्रकाशित हुईं। सक्रिय डेटा पीढ़ी अनुमोदित दृश्यों के लिए तैयार है।,dynamic-success,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,9d58df0ae11a4572e9b2f345929b57d3b8c37d0f45755908177d3f02dcbf625c,8304275a69d817a96e0c38b0b7894038363b03d6208b7e3b4bf19d6f5f9e7720,google-translate-connected-draft
ETP-L10N-072,Publication stopped safely ({code}).,प्रकाशन सुरक्षितपणे थांबवले ({code}).,प्रकाशन सुरक्षित रूप से बंद हो गया ({code})।,parameterized-error,www/modules/etp/index.html,yes,{code},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,4d71d87f33877f08a259d5c53a2435a404c32ffafbb7389eadf437440d623fec,a9bc057dd5d88c898af2a340a428101d27816800dcb84972d0d743c2611b5cf2,google-translate-connected-draft
ETP-L10N-073,No published scope selected,प्रकाशित क्षेत्र निवडले नाही,कोई प्रकाशित दायरा चयनित नहीं,dynamic-status,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,b09c003dd27c6c80157bc1d6bb25638f634cc9269dd39d56680c88f078a77686,e139ee6c42ca47db4086a7b0b38cd8f81e6ec8aa7465aebcae06aaa07c959ce4,google-translate-connected-draft
ETP-L10N-074,{storeCode} · {financialYear} · {periodStart} to {periodEnd},{storeCode} · {financialYear} · {periodStart} ते {periodEnd},{storeCode} · {financialYear} · {periodStart} से {periodEnd},parameterized-business-data,www/modules/etp/index.html,yes,{financialYear};{periodEnd};{periodStart};{storeCode},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d4b128d2c1bc9a654944a83fbee488d8a0ffb567700c3d415473638ee4651741,b7b3cd988053ae390c0b55fb1e6feb600f6020f955eb693fc32591291af5075c,google-translate-connected-draft
ETP-L10N-075,Native state,नेटिव्ह स्थिती,नेटिव स्थिति,dynamic-label,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,75b2b335269f158a3982043a1b559d8febac81f9fe5fd39ea59dab2fcdf2f03e,08de71ca7c75afd9434b5d7cb55f537badbfa69973f3feef0e187a696069e5b9,google-translate-connected-draft
ETP-L10N-076,Unavailable,अनुपलब्ध,अनुपलब्ध,dynamic-fallback,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,ca184496974204a0bd3fd4925e0540bc4b0df6fcc232994d29754272b7183812,19b041a4accf66946d8499ad8965f5bf772954e3d9c84f7bc4b2b413963e4358,google-translate-connected-draft
ETP-L10N-077,Published,प्रकाशित,प्रकाशित,dynamic-label,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,2ef42ec21d9300dd21ae3c7ca3711806cce3003fa4edafd22ee744fe86599799,8c8d7326acf0054c2ad1b150b5bb897901c5854fbd50df8e48560a6ffde064bc,google-translate-connected-draft
ETP-L10N-078,Reconciliation,ताळमेळ,मिलान,dynamic-label,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,c24d50c6e956930478448e49d4c39a311d845aea4b0bd2b0355e912975294cd5,87e6ac6b75c0de17d889efa5e38049800517ad1fe7f98fff3236bc8409175e12,google-translate-connected-draft
ETP-L10N-079,Generation,पिढी,पीढ़ी,dynamic-label,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,40536dd8a0e2d0c77825529561e1c5091310fe90a8a94524c7bd9b4c8f1fc091,36920ed30f786e880421bff424b3ee7a593d85fc1046b5704e657180cf86e0de,google-translate-connected-draft
ETP-L10N-080,Previous accepted generations,मागील स्वीकृत पिढ्या,पिछली स्वीकृत पीढ़ियाँ,dynamic-heading,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,614345596f678fb2c939b064263add70bac117a31f42c2cec22a6fe9144f30e4,939036af97f245f5924c46828b332c1d852eb458ffe0c37e2ee1e1033b763845,google-translate-connected-draft
ETP-L10N-081,No previous accepted generation.,पूर्वीची स्वीकारलेली पिढी नाही.,कोई पिछली स्वीकृत पीढ़ी नहीं.,dynamic-status,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,3fc466622617832adba33c2357537e073c0403c08622137588b1e652782975bf,f05cfb7b55a03e488d04f26bc0d4b6e8625d39e0e9ccaf359c30ab43a30acc0e,google-translate-connected-draft
ETP-L10N-082,Unknown date,अज्ञात तारीख,अज्ञात तिथि,dynamic-fallback,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,ad224bb89c8a3fb6dc0b567dd13c3c4f104deb2acf64aa3679d85301f007a6ee,99f20e1678fc0bc0b2de19b3c2fa40ddb3bc9a81c00ba6f858f77a7d058a4d58,google-translate-connected-draft
ETP-L10N-083,Unknown generation,अज्ञात पिढी,अज्ञात पीढ़ी,dynamic-fallback,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,12c786e2586639fe5dd18da08ea409edd65c5edb7e841a4de4ade5742e82045b,667372a157d48364ed78a9eff9dc40b418f9cee93361ece6027e3cb4a35e18ad,google-translate-connected-draft
ETP-L10N-084,Re-import required,पुन्हा आयात करणे आवश्यक आहे,पुनः आयात की आवश्यकता है,dynamic-heading,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,18582985268fa4f1c157d374b32fa684fee88553305254fabf010a29385a84ba,50ac40fad54a41f9857748969b6c27b3c44d060e723eaa839ab6c8f4eb20fbc3,google-translate-connected-draft
ETP-L10N-085,Scope unavailable,स्कोप अनुपलब्ध,दायरा अनुपलब्ध,dynamic-heading,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,38a32037c55100c3ad97878ca4e361a734a3422fb35bdbaeacebf4babb16cdf3,fd7a8bc4a181aa40dc3778fcbf52fe7c8753c8c0ee1fa2594c655444e4ed81e5,google-translate-connected-draft
ETP-L10N-086,Verified reads are fenced after restore. Re-import the exact four reports for this scope.,पुनर्स्थापनेनंतर सत्यापित डेटा वाचनावर प्रवेश-अवरोध लागू आहे. या व्याप्तीसाठी नेमके चार अहवाल पुन्हा आयात करा.,पुनर्स्थापना के बाद सत्यापित डेटा पढ़ने की पहुँच अवरुद्ध है। इस दायरे के लिए ठीक चार रिपोर्ट पुनः आयात करें।,dynamic-error,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d0a780a8a35a683f0dd7ad92f35e16c494e224020cac466d7e32d374a3c4d19c,d1204295562517e89230c278bf22163dee0348cc98d5144e172e3c51ad482448,google-translate-connected-draft
ETP-L10N-087,This scope could not be inspected safely ({code}).,या व्याप्तीची सुरक्षितपणे तपासणी करता आली नाही ({code}).,इस दायरे का सुरक्षित रूप से निरीक्षण नहीं किया जा सका ({code})।,parameterized-error,www/modules/etp/index.html,yes,{code},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,58812a9eca9ec880740f2f404a9433a8fb1854f6a8af318599638fed3f51c93a,2193814036426da8f41e40a8cdf3aad67d80cde19dba80c24f44322e4c6c5c2e,google-translate-connected-draft
ETP-L10N-088,Verified data gateway unavailable,सत्यापित डेटा गेटवे अनुपलब्ध,सत्यापित डेटा गेटवे अनुपलब्ध है,dynamic-heading,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,76151d7447f61b865de60a3ebed2dc82b94cd8ab1a888171a59e0368e1c91af8,3d9413a36416545c2ae2cd32e36f84ec320cbad6d1c0350d4dea63d4928a5769,google-translate-connected-draft
ETP-L10N-089,No ETP data can be read or changed.,कोणताही ETP डेटा वाचता किंवा बदलला जाऊ शकत नाही.,कोई ETP डेटा पढ़ा या बदला नहीं जा सकता।,dynamic-error,www/modules/etp/index.html,yes,ETP,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,05c1b40f9ee0f3582df4c609f49f42a009cb639b23a4d923437a28716b1826ad,03666c08a003509c53f16c9d8023f2274a7a463b0074d4b489b1e1957bf67312,google-translate-connected-draft
ETP-L10N-090,Secure ETP gateway unavailable.,सुरक्षित ETP गेटवे अनुपलब्ध.,सुरक्षित ETP गेटवे अनुपलब्ध है।,dynamic-error,www/modules/etp/index.html,yes,ETP,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,77e1e3be80da2919228de5621fcd1b8e2085c3eb7f6d277a0e643eacb2298389,b58f031a33f0eabb372d668ce3a08eb7531333a2746669c52a6a471ac26af531,google-translate-connected-draft
ETP-L10N-091,Verified scope list unavailable ({code}).,सत्यापित स्कोप सूची अनुपलब्ध ({code}).,सत्यापित स्कोप सूची अनुपलब्ध है ({code})।,parameterized-error,www/modules/etp/index.html,yes,{code},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,390e2c2842a9ff967c1d268015cbe5e3807a918f014a65b4dd77e619641d1303,0f0d504d599bf81bb00d26491bc1467ace0093e2844b5442111e90e6df5fe585,google-translate-connected-draft
ETP-L10N-092,Verified data gateway ready,सत्यापित डेटा गेटवे तयार आहे,सत्यापित डेटा गेटवे तैयार है,dynamic-heading,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,e7c60277791b8a02cf076e7f44dee62534d27a53eee45ab0ae8d81c864e750b7,c562073ab36cf856d23c76004efdb92f775a94979d24862678313d730575873c,google-translate-connected-draft
ETP-L10N-093,{count} verified scope(s) available.,उपलब्ध सत्यापित व्याप्ती: {count},उपलब्ध सत्यापित दायरे: {count},parameterized-status,www/modules/etp/index.html,yes,{count},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,9f4364b7dfaa53fc79e4764e7b8728985968a4637812cf21c86d80f31f26f2d5,e8137662482052006c5cd9f39dd7d34c1a044cdd06fdadfde38a05dac8dc2ce8,google-translate-connected-draft
ETP-L10N-094,No verified scope has been published yet.,अद्याप कोणतेही सत्यापित स्कोप प्रकाशित केले गेले नाही.,अभी तक कोई सत्यापित दायरा प्रकाशित नहीं किया गया है।,dynamic-status,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,5bc98995274b560c1102cf8e5ccbb679996ffbbfa749d4fe11255d9ce273d991,cfd12f3a70dd6ce592db6a4174ee9879ddb98a23b3c02aacc41aeb5fe7aed7f3,google-translate-connected-draft
ETP-L10N-095,{storeCode} · {financialYear},{storeCode} · {financialYear},{storeCode} · {financialYear},parameterized-business-data,www/modules/etp/index.html,yes,{financialYear};{storeCode},preserve-literal,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d8bd955bd73a362695b3c0c71ae0c3408017eeec1633d8f776619fc1f595222e,c2e8045e40f2b8f51781e5b09c0eae85e76e322dd4dcc507127ed33a327a4e33,google-translate-connected-draft
ETP-L10N-096,{periodStart} to {periodEnd} · published {publishedAt},{periodStart} ते {periodEnd} · प्रकाशित {publishedAt},{periodStart} से {periodEnd} · प्रकाशित {publishedAt},parameterized-business-data,www/modules/etp/index.html,yes,{periodEnd};{periodStart};{publishedAt},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,72c841cc5a46cd96ef1d1bd29ee4ba9a92c12aa27abb850095309437ba689185,9e91b934cf4b56ede5625e67180fa2d115f815da2bdcc19797c801e8710adf18,google-translate-connected-draft
ETP-L10N-097,View,पहा,देखें,dynamic-control,www/modules/etp/index.html,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,dcc839a4015c4b7dd9db959a8f757833b8adb92462a751b973386e453c6d58a3,e72595933ec12e15b7b517e99bc5f031bec768e91b7c3a54e84c41ac330249fa,google-translate-connected-draft
ETP-L10N-098,Unspecified brand,अनिर्दिष्ट ब्रँड,अनिर्दिष्ट ब्रांड,dynamic-fallback,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d470ac35de015fab9c7e50bee501f2804340c3cc2e7d04d21321de7f51aa6206,0ff4aca5919331591eb17c30595d7dfa84fc0805f4c21825d1bd6271842be342,google-translate-connected-draft
ETP-L10N-099,Unassigned CRO,CRO न जोडलेले,CRO असाइन नहीं,dynamic-fallback,www/etp-verified-presentation.js,yes,CRO,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,62542a90526fae5dc7c95b741eeb95c082d40b313f85c86c03fed762b32402cd,934aa66836fed06d70ad2aee55e4ded7f2be40fc75de750b38f630b6666b630a,google-translate-connected-draft
ETP-L10N-100,Other verified groups,इतर सत्यापित गट,अन्य सत्यापित समूह,dynamic-label,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,2e2a39d3efd6ef3d82719c460a03af129b93b9f56223bac2d746e5fb14e81a3e,59e76370a0c868b666b8452eb794e4e3ac2eb87c6e33cb3f7fe7524802cafeff,google-translate-connected-draft
ETP-L10N-101,Verified rows,सत्यापित पंक्ती,सत्यापित पंक्तियाँ,dynamic-label,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,0ccebdc2df84ebb2701ddf46ed324033a15181e3106bb9b285fb8df49f496ab4,d17a135b8d2ca5fbf755606b7beddd819203f22c5d5c3d197239a51f6b907dc9,google-translate-connected-draft
ETP-L10N-102,Signed net,चिन्हासह निव्वळ रक्कम,चिह्न सहित शुद्ध राशि,dynamic-label,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,42474e590dca3d12ccd2b9d45fc306e89697985c0e23967a7dc05bf2f5060278,953f35b52034891403e850a09df7b9f0728433a559bffb33fcbcb310d48d74ca,google-translate-connected-draft
ETP-L10N-103,Signed quantity,चिन्हासह प्रमाण,चिह्न सहित मात्रा,dynamic-label,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d9d6f9a45b27466f5fbf145788849077667bab3fb6b390299eda3fc5bf879a21,40d8460d973dbf08d8f4be0cbaf5b6d3256600c7fed0a6544cc7e74d97155247,google-translate-connected-draft
ETP-L10N-104,Scheme discount,योजना सवलत,योजना छूट,dynamic-label,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,4f5aa0b29557e146abf345bc8233b5a5c121c2ae665aab230772d1b92dc0e19b,df616efa0bdc2aafceeb9190bc570feacb4bd7d4823ff5246ab50a9cd6e2c22c,google-translate-connected-draft
ETP-L10N-105,Blocking reconciliation,प्रकाशन रोखणारा ताळमेळ,प्रकाशन रोकने वाला मिलान,dynamic-heading,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,0de7f3d795fc382cd013938f2597abf2e1ae57647154da3b1c58d7a6e3baafd3,ba989fc6aca0b52a0cf53737d45d4551b6d0f874ac169dc856af27211c4714d4,google-translate-connected-draft
ETP-L10N-106,{reconciliationStatus|UNAVAILABLE} · {ruleVersion|rule unavailable},{reconciliationStatus|UNAVAILABLE} · {ruleVersion|rule unavailable},{reconciliationStatus|UNAVAILABLE} · {ruleVersion|rule unavailable},parameterized-status,www/etp-verified-presentation.js,yes,UNAVAILABLE;{reconciliationStatus|UNAVAILABLE};{ruleVersion|rule unavailable},preserve-literal,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,0624d628e7d3522e13eb1238748e8a0529d2b1cb8a36a5cfd6e592fe52247a15,76c679409bfd785d98da2bd63108481615c05395f1b0ec07309d0a2851f9f8d4,google-translate-connected-draft
ETP-L10N-107,rule unavailable,नियम अनुपलब्ध,नियम अनुपलब्ध,dynamic-fallback,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,96040e85147b08017d8fd19ce6b985d74ae540c1376cb2c56e040e24917bd8b6,d859d1486e0633c625c731fb425443c3fa1cf0164c60667114f89921cf4e175a,google-translate-connected-draft
ETP-L10N-108,{reportId} enrichment exceptions,{reportId} समृद्धीकरण अपवाद,{reportId} संवर्धन अपवाद,parameterized-heading,www/etp-verified-presentation.js,yes,{reportId},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,dada12ff09e15024d74c655e8d7f5971657506602ea2299246357e862c2d88c6,d2e10c0143bdb7a9edf116ff61f76674e8459503df3ac5c591406e461f4968ed,google-translate-connected-draft
ETP-L10N-109,{status|UNAVAILABLE} · {differenceCount} difference(s) · does not change revenue,{status|UNAVAILABLE} · {differenceCount} फरक · महसूल बदलत नाही,{status|UNAVAILABLE} · {differenceCount} अंतर · राजस्व में परिवर्तन नहीं होता,parameterized-status,www/etp-verified-presentation.js,yes,UNAVAILABLE;{differenceCount};{status|UNAVAILABLE},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,59f7bcaac3f899b3df19b286b2d0f230e88a90c2f040352958cbee8b8c0673fe,822dc7b83249d63bc4dfb3342834387e0a03c264b179f34ec9608b0127074c8e,google-translate-connected-draft
ETP-L10N-110,PAYMENTTYPE25 quarantine,PAYMENTTYPE25 अलग ठेवणे,PAYMENTTYPE25 संगरोध,dynamic-heading,www/etp-verified-presentation.js,yes,PAYMENTTYPE25,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,da085592ed7f310e199772b12e5a0f4f48a765e6785a9fd6c5f0ee9a0e166880,72974cae6923e91ab908d19941cb0d573983618618b6b658c7324dcd5da2dec8,google-translate-connected-draft
ETP-L10N-111,{rowCount} unresolved row(s) remain quarantined and excluded from classified tender reporting.,{rowCount} निराकरण न झालेल्या ओळी अलग ठेवलेल्या राहतील आणि वर्गीकृत पेमेंट-प्रकार अहवालांतून वगळल्या जातील.,{rowCount} अनसुलझी पंक्तियाँ पृथक रहेंगी और वर्गीकृत भुगतान-प्रकार रिपोर्टिंग से बाहर रखी जाएँगी।,parameterized-status,www/etp-verified-presentation.js,yes,{rowCount},translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,d882b66d32acf2a5635b8a9ace7672fb2a8977145c63f6371bbe93194395e4e8,db65cdf37e8f3a010d38c40231a8bda969cc00e0a65c559dca59023eab7fdb44,google-translate-connected-draft
ETP-L10N-112,Loading bounded verified projections…,मर्यादित सत्यापित डेटा दृश्ये लोड होत आहेत...,सीमित सत्यापित डेटा दृश्य लोड हो रहे हैं...,dynamic-status,www/etp-verified-presentation.js,no,,translate,Sagar (sagarbora91),4b5c9c5c883f621cc31ea22d18203425ebcdc88d,eacf4027d5a8b905e47bba89da0d0200786976b87a9c976cc0b36c769fd432e1,06b16064f9993a6663c3017dab6378f45e0c6e69e6f03a44c926eda875e57b45,google-translate-connected-draft
