"text_sha256","english","mr","hi","attention_flags","same_as_english_languages","formerly_missing_technical_literals","current_technical_literal_status","current_heuristic_false_positive","safe_literal_operations","semantic_correction","decision","reviewer","occurrences","first_path","first_line","first_kind"
"9bbe0ef1852ae595b4ff043dc53003a81fdf79fc9e95bf52760cf72efa0d808d","Enter CRO name","CRO नाव प्रविष्ट करा","CRO का नाम दर्ज करें","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/stock/index.html","1034","attribute:placeholder"
"e15038509b35fe4f2020e75f08af12452fcea628a93f05b70a5306fc1cab12f7","CRO name already exists.","CRO नाव आधीपासून अस्तित्वात आहे.","CRO नाम पहले से मौजूद है.","formerly-missing-technical-literal","","hi:CRO","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/stock/index.html","2962","script-message"
"512c66f4960a9d69c2a91af6778d9b4e54b904b6e4e83332ccf767915b65ddba","Closing Phys","अंतिम प्रत्यक्ष मोजणी","अंतिम भौतिक गणना","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/stock/index.html","3514","element:th"
"41f3e9b6fabd56ad2c5a36be455bbb2aacea350998281a04560f3235bb47f0a8","Closing Sys","अंतिम प्रणाली संख्या","अंतिम सिस्टम संख्या","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/stock/index.html","3514","element:th"
"61743eb52fd0415dbb050d3e568c33571ee03d75e87ff07ab7b27ecdac063065","Opening Sys","सुरुवातीची प्रणाली संख्या","प्रारंभिक सिस्टम संख्या","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/stock/index.html","3514","element:th"
"2b49875f5894d8397ef1977053186ac8f2f0893709d96bd853091a1becbd8f2d","Offending Days","तफावतीचे दिवस","विसंगति वाले दिन","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/stock/index.html","3582","element:th"
"a93b6c15c3c2d8ad19d1bee2c38136046ed21249af7cc6ecf6f506d0df21bbb3","Download all attached evidence files for this firm and FY as a ZIP","या फर्म आणि FY साठीच्या सर्व संलग्न पुरावा फायली ZIP म्हणून डाउनलोड करा","इस फ़र्म और FY की सभी संलग्न साक्ष्य फ़ाइलें ZIP के रूप में डाउनलोड करें","formerly-missing-technical-literal;semantic-wording-correction","","hi:FY|ZIP","compliant-after-pre-review-corrections","","","yes","pending-fluent-review","","1","www/modules/tax/index.html","891","attribute:title"
"6442fd73a940c1186d6268bd27f89233e12429902c7805037e8aab6e717be6d9","ABCDE1234F","ABCDE1234F","ABCDE1234F","same-as-english-review;safe-literal-preservation","hi|mr","","","","1","","pending-fluent-review","","1","www/modules/tax/index.html","933","attribute:placeholder"
"7dbfb6f7d1b86483e7041251c09f4607b896bb8aaaad7172ee747d06bea20194","27ABCDE1234F1Z5","27ABCDE1234F1Z5","27ABCDE1234F1Z5","same-as-english-review;safe-literal-preservation","hi|mr","","","","1","","pending-fluent-review","","1","www/modules/tax/index.html","937","attribute:placeholder"
"f7343a4b3caa7862244df72f7a723052349db9d0daa6044e007aea4e03f242ef","QRMP — file GSTR-1 / GSTR-3B quarterly (monthly PMT-06 challans)","QRMP — GSTR-1 / GSTR-3B त्रैमासिक फाइल करा (मासिक PMT-06 चालान)","QRMP - GSTR-1 / GSTR-3B त्रैमासिक फ़ाइल करें (मासिक PMT-06 चालान)","formerly-missing-technical-literal","","hi:QRMP","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","962","element:label"
"916966ae461f89e2bfa934b84e7b510188e3c64c7357729500d80331ccd13cb3","auto (3 / 5)","स्वयं (३/५)","ऑटो (3/5)","current-heuristic-false-positive-review","","","","mr:localized-digits:false-positive-numeric-value-preserved","","","pending-fluent-review","","1","www/modules/tax/index.html","1056","attribute:placeholder"
"706d0e6799abf019db265bef240406e60e1f5bdc7752ade5104dca8eea89d0e1","Filed return PDF","फाइल रिटर्न PDF","रिटर्न PDF दाखिल किया","formerly-missing-technical-literal","","hi:PDF; mr:PDF","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","1063","attribute:placeholder"
"8b175aa4a4f8b2c658b3cc839386a21d168932b1c8cba5add33ebc027a93e7db","NA:","NA:","एनए:","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/tax/index.html","1194","element:button"
"3a5367174982d779797a091a548fa1753a4901c3fc456c7e8601009532330b18","Ensure all new registrations (GST, PT, ESIC) are in order. March TDS has a special extended due date of 30th April. Composition dealers: CMP-08 for Q4 (Jan–Mar) due 18th April + GSTR-4 Annual Return due 30th June.","सर्व नवीन नोंदणी (GST, PT, ESIC) व्यवस्थित असल्याची खात्री करा. मार्च TDS ची 30 एप्रिल ही विशेष विस्तारित देय तारीख आहे. कंपोझिशन डीलर्स: 18 एप्रिलला देय असलेल्या Q4 (जाने-मार्च) साठी CMP-08 + GSTR-4 वार्षिक रिटर्न 30 जूनपर्यंत.","सुनिश्चित करें कि सभी नए पंजीकरण (GST, PT, ESIC) क्रम में हैं। मार्च TDS की विशेष विस्तारित देय तिथि 30 अप्रैल है। कंपोजीशन डीलर: 18 अप्रैल को देय चौथी तिमाही (Q4; जनवरी-मार्च) के लिए CMP-08 + 30 जून को देय GSTR-4 वार्षिक रिटर्न।","formerly-missing-technical-literal","","hi:GST|TDS","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","1501","element:button"
"e8d5b1e5fd4d0bb44b2ce85cde1d433638139177184aad15be702471822e7376","FY begins.","FY सुरू होते.","वित्तीय वर्ष (FY) शुरू होता है.","formerly-missing-technical-literal","","hi:FY","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","1501","element:button"
"69e0145dba4aeab76cd4dc38ea3fd4e398a7cbfc22ec03a11f93dbbb438495ed","Q4 TDS Return deadline is 31st May.","Q4 TDS रिटर्नची अंतिम मुदत 31 मे आहे.","Q4 TDS रिटर्न की समय सीमा 31 मई है।","formerly-missing-technical-literal","","hi:TDS","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","1554","element:button"
"b4b0edaac10b5024b91339231099b47594a6ccff12bf40244481102994fb8fc3","Q1 TDS Return (31 Jul), ITR for non-audit cases (31 Jul), GSTR-1/3B for QRMP quarterly filers (Q1), and","Q1 TDS रिटर्न (31 जुलै), ऑडिट नसलेल्या केसेससाठी ITR (31 जुलै), QRMP त्रैमासिक फाइलर्ससाठी GSTR-1/3B (Q1), आणि","Q1 TDS रिटर्न (31 जुलाई), गैर-ऑडिट मामलों के लिए ITR (31 जुलाई), QRMP त्रैमासिक फाइलर्स (Q1) के लिए GSTR-1/3B, और","formerly-missing-technical-literal","","hi:TDS|QRMP","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","1666","element:button"
"27e98b1f499062d1c7d0a3f48473530fad46521a0a7015e31da89d30d5d867e2","and Q2 TDS Return (31 Oct).","आणि Q2 TDS परतावा (31 ऑक्टो).","और Q2 TDS रिटर्न (31 अक्टूबर)।","formerly-missing-technical-literal","","hi:TDS","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","1843","element:button"
"87141daabc11aa7c18d06aa9dbbfbca5644b8a4541c06c853f803fb95b778989","Final ITR deadline for audit cases (31 Oct)","ऑडिट प्रकरणांसाठी अंतिम ITR अंतिम मुदत (३१ ऑक्टोबर)","ऑडिट मामलों के लिए अंतिम आईटीआर की समय सीमा (31 अक्टूबर)","current-heuristic-false-positive-review","","","","mr:localized-digits:false-positive-numeric-value-preserved","","","pending-fluent-review","","1","www/modules/tax/index.html","1843","element:button"
"713a8093a1d911c9941af15306588f49d0769c97d5a4793e957c856c74dd3ecc","Q3 TDS Return due 31st January.","Q3 TDS रिटर्न 31 जानेवारी रोजी देय आहे.","Q3 TDS रिटर्न 31 जनवरी को देय है।","formerly-missing-technical-literal","","hi:TDS","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","2032","element:button"
"b51493cf8ae7ef2350ff08fbea5b755c5383165ff049ea0596b6c292bc92300c","Delete this custom obligation? It will be removed from the calendar.","हे सानुकूल अनुपालन दायित्व हटवायचे? ते कॅलेंडरमधून काढले जाईल.","क्या इस कस्टम अनुपालन दायित्व को हटाना है? इसे कैलेंडर से हटा दिया जाएगा।","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/tax/index.html","2562","script-message"
"505faa85d8d093b203207584090b3dadb7ae5e15c8a411586c1842aaf8a37acd","ZIP support could not be loaded on this device.","या डिव्हाइसवर ZIP समर्थन लोड करणे शक्य नाही.","इस डिवाइस पर ZIP समर्थन लोड नहीं किया जा सका.","formerly-missing-technical-literal","","hi:ZIP","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","3167","script-message"
"e94e97b7c12887c1dc00f142aaebcec5019ff4dca4269cf5eb8f1fe7f790657b","Could not build the evidence ZIP.","पुरावा ZIP तयार करू शकलो नाही.","साक्ष्य ZIP नहीं बनाया जा सका.","formerly-missing-technical-literal","","hi:ZIP","compliant-after-pre-review-corrections","","","","pending-fluent-review","","1","www/modules/tax/index.html","3204","script-message"
"20ef0f0c8d0eea98772412cea9b3b92612e3e53cb5e59152b5703165f56e8a53","NA","NA","ना","same-as-english-review","mr","","","","","","pending-fluent-review","","1","www/modules/tax/index.html","3558","element:button"
"e1d291a2dd5897193a9b41fdbba344d63bcc67c782ca8b2f6f0f406c8ec078f4","Challan / return / working file ref","चलन / रिटर्न / कार्यपत्रक संदर्भ","चालान / रिटर्न / वर्किंग फ़ाइल संदर्भ","semantic-wording-correction","","","","","","yes","pending-fluent-review","","1","www/modules/tax/index.html","3576","attribute:placeholder"
